0	NC_001477.1 |Dengue virus 1, complete genome	0
1	NC_001477.1 |Dengue virus 1, complete genome	1
2	NC_001477.1 |Dengue virus 1, complete genome	2
3	NC_001477.1 |Dengue virus 1, complete genome	3
4	NC_001477.1 |Dengue virus 1, complete genome	4
5	NC_001477.1 |Dengue virus 1, complete genome	5
6	NC_001477.1 |Dengue virus 1, complete genome	6
7	NC_001477.1 |Dengue virus 1, complete genome	7
8	NC_001477.1 |Dengue virus 1, complete genome	8
9	NC_001477.1 |Dengue virus 1, complete genome	9
10	NC_001477.1 |Dengue virus 1, complete genome	10
11	NC_001477.1 |Dengue virus 1, complete genome	11
12	NC_001477.1 |Dengue virus 1, complete genome	12
13	NC_001477.1 |Dengue virus 1, complete genome	13
14	NC_001477.1 |Dengue virus 1, complete genome	14
15	NC_001477.1 |Dengue virus 1, complete genome	15
16	NC_001477.1 |Dengue virus 1, complete genome	16
17	NC_001477.1 |Dengue virus 1, complete genome	17
18	NC_001477.1 |Dengue virus 1, complete genome	18
19	NC_001477.1 |Dengue virus 1, complete genome	19
20	NC_001477.1 |Dengue virus 1, complete genome	20
21	NC_001477.1 |Dengue virus 1, complete genome	21
22	NC_001477.1 |Dengue virus 1, complete genome	22
23	NC_001477.1 |Dengue virus 1, complete genome	23
24	NC_001477.1 |Dengue virus 1, complete genome	24
25	NC_001477.1 |Dengue virus 1, complete genome	25
26	NC_001477.1 |Dengue virus 1, complete genome	26
27	NC_001477.1 |Dengue virus 1, complete genome	27
28	NC_001477.1 |Dengue virus 1, complete genome	28
29	NC_001477.1 |Dengue virus 1, complete genome	29
30	NC_001477.1 |Dengue virus 1, complete genome	30
31	NC_001477.1 |Dengue virus 1, complete genome	31
32	NC_001477.1 |Dengue virus 1, complete genome	32
33	NC_001477.1 |Dengue virus 1, complete genome	33
34	NC_001477.1 |Dengue virus 1, complete genome	34
35	NC_001477.1 |Dengue virus 1, complete genome	35
36	NC_001477.1 |Dengue virus 1, complete genome	36
37	NC_001477.1 |Dengue virus 1, complete genome	37
38	NC_001477.1 |Dengue virus 1, complete genome	38
39	NC_001477.1 |Dengue virus 1, complete genome	39
40	NC_001477.1 |Dengue virus 1, complete genome	40
41	NC_001477.1 |Dengue virus 1, complete genome	41
42	NC_001477.1 |Dengue virus 1, complete genome	42
43	NC_001477.1 |Dengue virus 1, complete genome	43
44	NC_001477.1 |Dengue virus 1, complete genome	44
45	NC_001477.1 |Dengue virus 1, complete genome	45
46	NC_001477.1 |Dengue virus 1, complete genome	46
47	NC_001477.1 |Dengue virus 1, complete genome	47
48	NC_001477.1 |Dengue virus 1, complete genome	48
49	NC_001477.1 |Dengue virus 1, complete genome	49
50	NC_001477.1 |Dengue virus 1, complete genome	50
51	NC_001477.1 |Dengue virus 1, complete genome	51
52	NC_001477.1 |Dengue virus 1, complete genome	52
53	NC_001477.1 |Dengue virus 1, complete genome	53
54	NC_001477.1 |Dengue virus 1, complete genome	54
55	NC_001477.1 |Dengue virus 1, complete genome	55
56	NC_001477.1 |Dengue virus 1, complete genome	56
57	NC_001477.1 |Dengue virus 1, complete genome	57
58	NC_001477.1 |Dengue virus 1, complete genome	58
59	NC_001477.1 |Dengue virus 1, complete genome	59
60	NC_001477.1 |Dengue virus 1, complete genome	60
61	NC_001477.1 |Dengue virus 1, complete genome	61
62	NC_001477.1 |Dengue virus 1, complete genome	62
63	NC_001477.1 |Dengue virus 1, complete genome	63
64	NC_001477.1 |Dengue virus 1, complete genome	64
65	NC_001477.1 |Dengue virus 1, complete genome	65
66	NC_001477.1 |Dengue virus 1, complete genome	66
67	NC_001477.1 |Dengue virus 1, complete genome	67
68	NC_001477.1 |Dengue virus 1, complete genome	68
69	NC_001477.1 |Dengue virus 1, complete genome	69
70	NC_001477.1 |Dengue virus 1, complete genome	70
71	NC_001477.1 |Dengue virus 1, complete genome	71
72	NC_001477.1 |Dengue virus 1, complete genome	72
73	NC_001477.1 |Dengue virus 1, complete genome	73
74	NC_001477.1 |Dengue virus 1, complete genome	74
75	NC_001477.1 |Dengue virus 1, complete genome	75
76	NC_001477.1 |Dengue virus 1, complete genome	76
77	NC_001477.1 |Dengue virus 1, complete genome	77
78	NC_001477.1 |Dengue virus 1, complete genome	78
79	NC_001477.1 |Dengue virus 1, complete genome	79
80	NC_001477.1 |Dengue virus 1, complete genome	80
81	NC_001477.1 |Dengue virus 1, complete genome	81
82	NC_001477.1 |Dengue virus 1, complete genome	82
83	NC_001477.1 |Dengue virus 1, complete genome	83
84	NC_001477.1 |Dengue virus 1, complete genome	84
85	NC_001477.1 |Dengue virus 1, complete genome	85
86	NC_001477.1 |Dengue virus 1, complete genome	86
87	NC_001477.1 |Dengue virus 1, complete genome	87
88	NC_001477.1 |Dengue virus 1, complete genome	88
89	NC_001477.1 |Dengue virus 1, complete genome	89
90	NC_001477.1 |Dengue virus 1, complete genome	90
91	NC_001477.1 |Dengue virus 1, complete genome	91
92	NC_001477.1 |Dengue virus 1, complete genome	92
93	NC_001477.1 |Dengue virus 1, complete genome	93
94	NC_001477.1 |Dengue virus 1, complete genome	94
95	NC_001477.1 |Dengue virus 1, complete genome	95
96	NC_001477.1 |Dengue virus 1, complete genome	96
97	NC_001477.1 |Dengue virus 1, complete genome	97
98	NC_001477.1 |Dengue virus 1, complete genome	98
99	NC_001477.1 |Dengue virus 1, complete genome	99
100	NC_001477.1 |Dengue virus 1, complete genome	100
101	NC_001477.1 |Dengue virus 1, complete genome	101
102	NC_001477.1 |Dengue virus 1, complete genome	102
103	NC_001477.1 |Dengue virus 1, complete genome	103
104	NC_001477.1 |Dengue virus 1, complete genome	104
105	NC_001477.1 |Dengue virus 1, complete genome	105
106	NC_001477.1 |Dengue virus 1, complete genome	106
107	NC_001477.1 |Dengue virus 1, complete genome	107
108	NC_001477.1 |Dengue virus 1, complete genome	108
109	NC_001477.1 |Dengue virus 1, complete genome	109
110	NC_001477.1 |Dengue virus 1, complete genome	110
111	NC_001477.1 |Dengue virus 1, complete genome	111
112	NC_001477.1 |Dengue virus 1, complete genome	112
113	NC_001477.1 |Dengue virus 1, complete genome	113
114	NC_001477.1 |Dengue virus 1, complete genome	114
115	NC_001477.1 |Dengue virus 1, complete genome	115
116	NC_001477.1 |Dengue virus 1, complete genome	116
117	NC_001477.1 |Dengue virus 1, complete genome	117
118	NC_001477.1 |Dengue virus 1, complete genome	118
119	NC_001477.1 |Dengue virus 1, complete genome	119
120	NC_001477.1 |Dengue virus 1, complete genome	120
121	NC_001477.1 |Dengue virus 1, complete genome	121
122	NC_001477.1 |Dengue virus 1, complete genome	122
123	NC_001477.1 |Dengue virus 1, complete genome	123
124	NC_001477.1 |Dengue virus 1, complete genome	124
125	NC_001477.1 |Dengue virus 1, complete genome	125
126	NC_001477.1 |Dengue virus 1, complete genome	126
127	NC_001477.1 |Dengue virus 1, complete genome	127
128	NC_001477.1 |Dengue virus 1, complete genome	128
129	NC_001477.1 |Dengue virus 1, complete genome	129
130	NC_001477.1 |Dengue virus 1, complete genome	130
131	NC_001477.1 |Dengue virus 1, complete genome	131
132	NC_001477.1 |Dengue virus 1, complete genome	132
133	NC_001477.1 |Dengue virus 1, complete genome	133
134	NC_001477.1 |Dengue virus 1, complete genome	134
135	NC_001477.1 |Dengue virus 1, complete genome	135
136	NC_001477.1 |Dengue virus 1, complete genome	136
137	NC_001477.1 |Dengue virus 1, complete genome	137
138	NC_001477.1 |Dengue virus 1, complete genome	138
